ticker,grade,entry_date,entry_price,exit_date,exit_price,shares,pnl,pnl_pct,hold_days,exit_reason,components
AVGO,A-,2025-03-10,187.90206071991116,2025-03-14,193.78884887695312,0.6386305692457163,3.7594828717606497,3.132902393133875,4,FRIDAY_CLOSE,"{'momentum': 25, 'range': 15, 'volume': 10, 'market': 10, 'news_sentiment': 6.594852757669781, 'earnings': 0, 'social': 5.115439388201363}"
ADBE,A-,2025-03-17,394.1199951171875,2025-03-21,387.260009765625,0.3063835838586363,-2.1017868972294655,-1.7405829281822542,4,FRIDAY_CLOSE,"{'momentum': 25, 'range': 15, 'volume': 10, 'market': 10, 'news_sentiment': 11.97282450042703, 'earnings': 0, 'social': 1.7165875006595814}"
AVGO,A-,2025-03-18,188.7345149183321,2025-03-21,190.51837158203125,0.5118381092153835,0.9130458218590302,0.9451671648246418,3,FRIDAY_CLOSE,"{'momentum': 25, 'range': 15, 'volume': 10, 'market': 10, 'news_sentiment': 5.258801358332306, 'earnings': 0, 'social': 5.383753300941795}"
ORCL,A-,2025-03-18,150.841481077187,2025-03-21,150.70291137695312,0.5123339631493,-0.07099396369323795,-0.09186445216815382,3,FRIDAY_CLOSE,"{'momentum': 20, 'range': 15, 'volume': 10, 'market': 10, 'news_sentiment': 11.29830487484086, 'earnings': 0, 'social': 3.738165532697048}"
AAPL,A-,2025-03-24,220.0409578175666,2025-03-28,216.9544219970703,0.5476250910816544,-1.690264459826072,-1.402709682374363,4,FRIDAY_CLOSE,"{'momentum': 25, 'range': 15, 'volume': 10, 'market': 10, 'news_sentiment': 8.209127407013469, 'earnings': 0, 'social': 3.3530789903095504}"
TSLA,A-,2025-03-24,258.0799865722656,2025-03-28,263.54998779296875,0.37352745144474164,2.043195615368864,2.1194984134003962,4,FRIDAY_CLOSE,"{'momentum': 25, 'range': 15, 'volume': 10, 'market': 10, 'news_sentiment': 5.095309910359645, 'earnings': 0, 'social': 5.848239873502545}"
AMD,A-,2025-03-25,113.2699966430664,2025-03-28,103.22000122070312,0.6808507990479045,-6.842547413743822,-8.87260150102465,3,FRIDAY_CLOSE,"{'momentum': 25, 'range': 15, 'volume': 10, 'market': 10, 'news_sentiment': 9.994078509178756, 'earnings': 0, 'social': 2.1374479980218313}"
TSLA,A,2025-04-01,263.79998779296875,2025-04-04,239.42999267578125,0.4518651699424997,-11.011951985125817,-9.238057712236577,3,FRIDAY_CLOSE,"{'momentum': 25, 'range': 15, 'volume': 10, 'market': 10, 'news_sentiment': 9.585811969376675, 'earnings': 0, 'social': 5.67547289019058}"
NVDA,A-,2025-04-01,108.50030342775528,2025-04-04,94.29288482666016,0.8789064918644739,-12.48699244113859,-13.094358404771752,3,FRIDAY_CLOSE,"{'momentum': 25, 'range': 15, 'volume': 10, 'market': 10, 'news_sentiment': 10.81029121845166, 'earnings': 0, 'social': 0.514298729171335}"
AAPL,A-,2025-04-01,218.85612876373423,2025-04-04,187.56253051757812,0.34858195323327434,-10.908383600342464,-14.29870775057849,3,FRIDAY_CLOSE,"{'momentum': 20, 'range': 15, 'volume': 10, 'market': 10, 'news_sentiment': 5.624850569674028, 'earnings': 5, 'social': 4.64184390414866}"
NVDA,A,2025-04-08,103.79115551332612,2025-04-11,110.90986633300781,1.0821785358691431,7.703716052118964,6.858687317309709,3,FRIDAY_CLOSE,"{'momentum': 25, 'range': 15, 'volume': 10, 'market': 10, 'news_sentiment': 10.781284945218943, 'earnings': 5, 'social': 5.943697568290618}"
TSLA,A,2025-04-08,245.0,2025-04-11,252.30999755859375,0.3667610145618867,2.6810221210347587,2.9836724728954085,3,FRIDAY_CLOSE,"{'momentum': 25, 'range': 15, 'volume': 10, 'market': 10, 'news_sentiment': 5.474624037844379, 'earnings': 5, 'social': 5.637355445038764}"
AMZN,A,2025-04-08,185.22999572753906,2025-04-11,184.8699951171875,0.38808594996605217,-0.13971117885664472,-0.19435330057508576,3,FRIDAY_CLOSE,"{'momentum': 25, 'range': 15, 'volume': 10, 'market': 10, 'news_sentiment': 10.408985736771587, 'earnings': 0, 'social': 4.757400969339287}"
AAPL,A-,2025-04-14,210.52246440005902,2025-04-21,192.32177734375,0.5432653775660681,-9.887803125607569,-8.645484513102593,7,MAX_HOLD,"{'momentum': 25, 'range': 15, 'volume': 10, 'market': 10, 'news_sentiment': 6.577247858890383, 'earnings': 0, 'social': 5.911038248022646}"
AVGO,A-,2025-04-14,183.9775654288772,2025-04-21,165.219970703125,0.4973196197778828,-9.328519876958703,-10.195588077288471,7,MAX_HOLD,"{'momentum': 25, 'range': 15, 'volume': 10, 'market': 10, 'news_sentiment': 6.924858374453095, 'earnings': 0, 'social': 3.833557743443417}"
AMD,A-,2025-04-14,97.11000061035156,2025-04-21,85.55999755859375,0.7537485516357554,-8.705798071651007,-11.893731829022999,7,MAX_HOLD,"{'momentum': 25, 'range': 15, 'volume': 10, 'market': 10, 'news_sentiment': 5.739935794077131, 'earnings': 0, 'social': 4.856766070744144}"
TSLA,A-,2025-04-23,254.86000061035156,2025-04-25,284.95001220703125,0.42684274359675756,12.843703104785009,11.806486512053132,2,FRIDAY_CLOSE,"{'momentum': 25, 'range': 15, 'volume': 10, 'market': 10, 'news_sentiment': 8.977130973983352, 'earnings': 0, 'social': 2.3980157687042327}"
TSLA,A,2025-04-25,261.69000244140625,2025-04-25,284.95001220703125,0.3325618583169262,7.735392072126101,8.888383029012749,0,FRIDAY_CLOSE,"{'momentum': 25, 'range': 15, 'volume': 10, 'market': 10, 'news_sentiment': 9.562622058865582, 'earnings': 5, 'social': 4.297308626404278}"
ORCL,A-,2025-04-25,136.59970657308625,2025-04-25,137.59323120117188,0.5096825795496802,0.5063821952888172,0.7273255946227442,0,FRIDAY_CLOSE,"{'momentum': 25, 'range': 15, 'volume': 10, 'market': 10, 'news_sentiment': 9.94637025608569, 'earnings': 0, 'social': 4.866043957498681}"
NVDA,A-,2025-04-28,109.67009093365705,2025-05-02,114.4792251586914,1.030383365291385,4.9552519069288765,4.3850918551198745,4,FRIDAY_CLOSE,"{'momentum': 25, 'range': 15, 'volume': 10, 'market': 10, 'news_sentiment': 11.30712003870385, 'earnings': 0, 'social': 3.354306050930905}"
TSLA,A-,2025-04-28,288.9800109863281,2025-05-02,287.2099914550781,0.31283059885655545,-0.553716269948737,-0.6125058702879421,4,FRIDAY_CLOSE,"{'momentum': 25, 'range': 15, 'volume': 10, 'market': 10, 'news_sentiment': 9.561211295967581, 'earnings': 0, 'social': 1.6402608915807069}"
TSLA,A-,2025-04-30,279.8999938964844,2025-05-02,287.2099914550781,0.2583831135855197,1.8887799294920005,2.6116462014991013,2,FRIDAY_CLOSE,"{'momentum': 20, 'range': 15, 'volume': 10, 'market': 10, 'news_sentiment': 9.860414839038622, 'earnings': 0, 'social': 5.54140415241244}"
GOOGL,A-,2025-05-08,154.57315149382438,2025-05-09,152.32933044433594,0.7391988801230671,-1.6586300069784243,-1.4516240548916366,1,FRIDAY_CLOSE,"{'momentum': 25, 'range': 15, 'volume': 10, 'market': 10, 'news_sentiment': 9.730802036445157, 'earnings': 0, 'social': 3.0210921699580915}"
NVDA,A-,2025-05-08,118.22854670795566,2025-05-09,116.62882995605469,0.7731486424412899,-1.2368188350228253,-1.3530714843789289,1,FRIDAY_CLOSE,"{'momentum': 25, 'range': 15, 'volume': 10, 'market': 10, 'news_sentiment': 7.956270551339223, 'earnings': 0, 'social': 3.3576497080735503}"
TSLA,A,2025-05-14,342.5,2025-05-16,349.9800109863281,0.33191594368738087,2.482734905319076,2.18394481352646,2,FRIDAY_CLOSE,"{'momentum': 25, 'range': 15, 'volume': 10, 'market': 10, 'news_sentiment': 10.939243506289406, 'earnings': 0, 'social': 5.211581728483423}"
AVGO,A-,2025-05-14,228.8586241684668,2025-05-16,227.24826049804688,0.3973849309842752,-0.6399342560294076,-0.7036499831592592,2,FRIDAY_CLOSE,"{'momentum': 25, 'range': 15, 'volume': 10, 'market': 10, 'news_sentiment': 7.330284522150246, 'earnings': 0, 'social': 4.981855360042738}"
AVGO,A-,2025-05-20,225.14089991938488,2025-05-23,227.35760498046875,0.5065706447989821,1.1229177121224236,0.9845856802906963,3,FRIDAY_CLOSE,"{'momentum': 25, 'range': 15, 'volume': 10, 'market': 10, 'news_sentiment': 7.855211433630833, 'earnings': 0, 'social': 4.448608064307207}"
META,A-,2025-06-03,669.9348713872049,2025-06-06,696.1356201171875,0.17057531898375053,4.469201072229877,3.910939682200726,3,FRIDAY_CLOSE,"{'momentum': 25, 'range': 15, 'volume': 10, 'market': 10, 'news_sentiment': 10.399382859359736, 'earnings': 0, 'social': 2.4938357696155675}"
AMD,A-,2025-06-03,114.5,2025-06-06,116.19000244140625,0.7984234367525616,1.3493375573877977,1.4759846649836244,3,FRIDAY_CLOSE,"{'momentum': 25, 'range': 15, 'volume': 10, 'market': 10, 'news_sentiment': 10.854465130708789, 'earnings': 0, 'social': 1.6756475229254202}"
TSLA,A-,2025-06-11,334.3999938964844,2025-06-13,325.30999755859375,0.34520952218338996,-3.137953292451987,-2.718300389893096,2,FRIDAY_CLOSE,"{'momentum': 25, 'range': 15, 'volume': 10, 'market': 10, 'news_sentiment': 6.560352889178923, 'earnings': 0, 'social': 3.7575547299979526}"
