date,equity,cash,positions
2025-12-05,600.0,600.0,0
2025-12-08,597.1230334849272,480.0,1
2025-12-09,598.9189794999527,480.0,1
2025-12-10,598.5079842835137,480.0,1
2025-12-11,601.223449948753,384.0,2
2025-12-12,601.9172696772654,601.9172696772654,0
2025-12-15,601.9172696772654,601.9172696772654,0
2025-12-16,601.9172696772654,601.9172696772654,0
2025-12-17,601.9172696772654,601.9172696772654,0
2025-12-18,601.9172696772654,601.9172696772654,0
2025-12-19,601.9172696772654,601.9172696772654,0
2025-12-22,599.1539205420146,481.5338157418123,1
2025-12-23,599.1265589962059,481.5338157418123,1
2025-12-24,599.2031663147274,481.5338157418123,1
2025-12-25,481.5338157418123,481.5338157418123,1
2025-12-26,599.1758131184902,599.1758131184902,0
2025-12-29,599.1758131184902,599.1758131184902,0
2025-12-30,599.1758131184902,599.1758131184902,0
2025-12-31,599.1758131184902,599.1758131184902,0
2026-01-01,599.1758131184902,599.1758131184902,0
2026-01-02,599.1758131184902,599.1758131184902,0
2026-01-05,599.1758131184902,599.1758131184902,0
2026-01-06,599.2350969640082,479.34065049479216,1
2026-01-07,599.1582699992412,306.778016316667,3
2026-01-08,595.2767204598605,306.778016316667,3
2026-01-09,599.5229576831653,599.5229576831653,0
2026-01-12,603.8191260627736,479.6183661465322,1
2026-01-13,603.9721291657567,306.95575433378065,3
2026-01-14,596.6286820568328,306.95575433378065,3
2026-01-15,594.8660946944715,306.95575433378065,3
2026-01-16,597.826362765564,597.826362765564,0
2026-01-19,597.826362765564,597.826362765564,0
2026-01-20,597.826362765564,597.826362765564,0
2026-01-21,597.826362765564,597.826362765564,0
2026-01-22,596.4973138764615,382.608872169961,2
2026-01-23,602.3863173053121,602.3863173053121,0
2026-01-26,600.6953093487336,481.9090538442497,1
2026-01-27,600.5289876316147,481.9090538442497,1
2026-01-28,599.2260777814877,481.9090538442497,1
2026-01-29,597.1746990545646,481.9090538442497,1
2026-01-30,597.632094351522,597.632094351522,0
2026-02-02,597.632094351522,597.632094351522,0
2026-02-03,590.9774999014966,382.48454038497414,2
2026-02-04,566.225184433731,382.48454038497414,2
2026-02-05,556.4143771182723,382.48454038497414,2
2026-02-06,567.8190764626572,567.8190764626572,0
2026-02-09,578.5576693829736,290.7233671488805,3
2026-02-10,575.7152370953103,290.7233671488805,3
2026-02-11,576.9750273257383,290.7233671488805,3
2026-02-12,568.7014541751184,290.7233671488805,3
2026-02-13,566.104185100259,566.104185100259,0
2026-02-16,566.104185100259,566.104185100259,0
2026-02-17,566.104185100259,566.104185100259,0
2026-02-18,568.3833585154513,362.3066784641657,2
2026-02-19,566.7938224865567,362.3066784641657,2
2026-02-20,566.1646614881384,566.1646614881384,0
2026-02-23,562.7604416511716,452.93172919051074,1
2026-02-24,566.514407339745,452.93172919051074,1
2026-02-25,567.1032531613805,362.3453833524086,2
2026-02-26,571.6645296567767,289.87630668192685,3
2026-02-27,575.0139057655646,575.0139057655646,0
2026-03-02,577.2881227034895,368.00889968996137,2
2026-03-03,580.9659957052243,294.4071197519691,3
2026-03-04,584.0024614788872,294.4071197519691,3
