date,equity,cash,positions
2025-12-22,600.0,600.0,0
2025-12-23,601.1500478889129,480.0,1
2025-12-24,601.5712086040605,384.0,2
2025-12-25,384.0,384.0,2
2025-12-26,602.5237655302877,602.5237655302877,0
2025-12-29,602.5237655302877,602.5237655302877,0
2025-12-30,602.5237655302877,602.5237655302877,0
2025-12-31,602.5237655302877,602.5237655302877,0
2026-01-01,602.5237655302877,602.5237655302877,0
2026-01-02,602.5237655302877,602.5237655302877,0
2026-01-05,602.5237655302877,602.5237655302877,0
2026-01-06,602.5237655302877,602.5237655302877,0
2026-01-07,603.5044587409506,482.0190124242302,1
2026-01-08,605.8832700004468,482.0190124242302,1
2026-01-09,606.4314590493431,606.4314590493431,0
2026-01-12,610.7771335983808,485.14516723947446,1
2026-01-13,612.3385883851405,310.49290703326363,3
2026-01-14,604.959237746126,310.49290703326363,3
2026-01-15,605.2885633425091,310.49290703326363,3
2026-01-16,609.7249664600013,609.7249664600013,0
2026-01-19,609.7249664600013,609.7249664600013,0
2026-01-20,609.7249664600013,609.7249664600013,0
2026-01-21,609.7249664600013,609.7249664600013,0
2026-01-22,610.074852539708,312.1791828275206,3
2026-01-23,613.5977048334196,613.5977048334196,0
2026-01-26,613.5304945915623,392.70253109338853,2
2026-01-27,616.1114552590693,392.70253109338853,2
2026-01-28,615.326651608344,392.70253109338853,2
2026-01-29,600.9613376202283,392.70253109338853,2
2026-01-30,600.48746578683,600.48746578683,0
2026-02-02,600.48746578683,600.48746578683,0
2026-02-03,594.157602501298,384.31197810357116,2
2026-02-04,572.0756181681218,384.31197810357116,2
2026-02-05,561.4056630293646,384.31197810357116,2
2026-02-06,572.3050438330063,572.3050438330063,0
2026-02-09,578.4934626133271,293.0201824424992,3
2026-02-10,575.8576453403568,293.0201824424992,3
2026-02-11,574.8849025598626,293.0201824424992,3
2026-02-12,567.8133374396236,293.0201824424992,3
2026-02-13,566.338478677858,566.338478677858,0
2026-02-16,566.338478677858,566.338478677858,0
2026-02-17,566.338478677858,566.338478677858,0
2026-02-18,567.7099901842271,453.0707829422864,1
2026-02-19,567.8749764779451,453.0707829422864,1
2026-02-20,567.4143722580274,567.4143722580274,0
2026-02-23,560.9492213470521,290.51615859611,3
2026-02-24,568.2171991090617,290.51615859611,3
2026-02-25,575.7448123186347,290.51615859611,3
2026-02-26,578.8862821652048,290.51615859611,3
2026-02-27,589.384011893037,589.384011893037,0
2026-03-02,590.8849271055697,471.50720951442963,1
2026-03-03,598.4889724508241,301.76461408923495,3
2026-03-04,602.5420079654989,301.76461408923495,3
