date,equity,cash,positions
2026-02-03,600.0,600.0,0
2026-02-04,587.1086329011345,307.2,3
2026-02-05,582.7216358808985,307.2,3
2026-02-06,604.2728216102388,604.2728216102388,0
2026-02-09,612.2237415356464,309.38768466444225,3
2026-02-10,609.4529431481934,309.38768466444225,3
2026-02-11,609.3820281324731,309.38768466444225,3
2026-02-12,602.113860737448,309.38768466444225,3
2026-02-13,599.7500837882075,599.7500837882075,0
2026-02-16,307.07204289956223,307.07204289956223,3
2026-02-17,604.0510564131773,307.07204289956223,3
2026-02-18,604.7722856665673,307.07204289956223,3
2026-02-19,605.1406985597959,307.07204289956223,3
2026-02-20,606.0693007350992,606.0693007350992,0
2026-02-23,599.2267848922813,310.3074819763708,3
2026-02-24,603.4439411422818,310.3074819763708,3
2026-02-25,606.1439780255295,310.3074819763708,3
2026-02-26,604.6435852024246,310.3074819763708,3
2026-02-27,603.814946117941,603.814946117941,0
2026-03-02,609.4070745782641,309.15325241238577,3
2026-03-03,611.6791863082975,309.15325241238577,3
2026-03-04,613.2324103649811,309.15325241238577,3
