ticker,grade,entry_date,entry_price,exit_date,exit_price,shares,pnl,pnl_pct,hold_days,exit_reason,components
AMD,A-,2025-12-23,212.86000061035156,2025-12-26,214.99000549316406,0.563750820520125,1.2007920003974197,1.000660000331183,3,FRIDAY_CLOSE,"{'momentum': 20, 'range': 15, 'volume': 10, 'market': 10, 'news_sentiment': 11.42731803250377, 'earnings': 5, 'social': 0.6897584728096249}"
NVDA,A-,2025-12-24,187.94000244140625,2025-12-26,190.52999877929688,0.5108013129345881,1.3229735298903063,1.378097426969069,2,FRIDAY_CLOSE,"{'momentum': 25, 'range': 15, 'volume': 10, 'market': 10, 'news_sentiment': 10.519849225592052, 'earnings': 0, 'social': 3.9268583926245713}"
AMZN,A-,2026-01-07,239.61000061035156,2026-01-09,247.3800048828125,0.5029203822841255,3.9076935190553432,3.242771275267573,2,FRIDAY_CLOSE,"{'momentum': 25, 'range': 15, 'volume': 10, 'market': 10, 'news_sentiment': 8.93891016404298, 'earnings': 0, 'social': 3.749457163078822}"
ORCL,A,2026-01-12,197.60000610351562,2026-01-16,191.08999633789062,0.6137970043701872,-3.99582449256129,-3.2945392533108713,4,FRIDAY_CLOSE,"{'momentum': 25, 'range': 15, 'volume': 10, 'market': 10, 'news_sentiment': 10.133249192326636, 'earnings': 0, 'social': 5.40185609332971}"
AMD,A,2026-01-13,215.10000610351562,2026-01-16,231.8300018310547,0.4510880088083319,7.546700460107496,7.777775570814187,3,FRIDAY_CLOSE,"{'momentum': 25, 'range': 15, 'volume': 10, 'market': 10, 'news_sentiment': 7.525462122042353, 'earnings': 5, 'social': 3.4359487427200364}"
AVGO,A-,2026-01-13,352.8800048828125,2026-01-16,351.7099914550781,0.2199706010095237,-0.2573685568879434,-0.3315612705579403,3,FRIDAY_CLOSE,"{'momentum': 25, 'range': 15, 'volume': 10, 'market': 10, 'news_sentiment': 7.053224636727805, 'earnings': 0, 'social': 5.013757254597704}"
AMD,A,2026-01-22,251.75,2026-01-23,259.67999267578125,0.48438924842899805,3.841203192269139,3.1499474382447863,1,FRIDAY_CLOSE,"{'momentum': 25, 'range': 15, 'volume': 10, 'market': 10, 'news_sentiment': 11.73903106933744, 'earnings': 0, 'social': 5.1173785799740275}"
ORCL,A-,2026-01-22,179.3699951171875,2026-01-23,177.16000366210938,0.543881347434191,-1.2019731304059391,-1.2320853627911819,1,FRIDAY_CLOSE,"{'momentum': 25, 'range': 15, 'volume': 10, 'market': 10, 'news_sentiment': 7.911803838161216, 'earnings': 0, 'social': 4.846415663400516}"
NVDA,A-,2026-01-22,184.75,2026-01-23,187.6699981689453,0.42243461816985206,1.2335083115550802,1.580513217291103,1,FRIDAY_CLOSE,"{'momentum': 20, 'range': 15, 'volume': 10, 'market': 10, 'news_sentiment': 11.518972740386122, 'earnings': 0, 'social': 5.630385317608219}"
MSFT,A-,2026-01-26,464.25036221183507,2026-01-30,429.31011962890625,0.2643391388689701,-9.236073636244322,-7.526163774318341,4,FRIDAY_CLOSE,"{'momentum': 25, 'range': 15, 'volume': 10, 'market': 10, 'news_sentiment': 7.274503347919488, 'earnings': 0, 'social': 4.399377112145926}"
