ticker,grade,entry_date,entry_price,exit_date,exit_price,shares,pnl,pnl_pct,hold_days,exit_reason
AMD,A+,2025-12-23,212.86000061035156,2025-12-26,214.99000549316406,0.563750820520125,1.2007920003974197,1.000660000331183,3,FRIDAY_CLOSE
NVDA,A+,2025-12-24,187.94000244140625,2025-12-26,190.52999877929688,0.5108013129345881,1.3229735298903063,1.378097426969069,2,FRIDAY_CLOSE
AVGO,A+,2025-12-24,350.69000244140625,2025-12-26,352.1300048828125,0.21899683328677685,0.3153559745931962,0.4106197585848908,2,FRIDAY_CLOSE
AMD,A-,2025-12-30,215.8699951171875,2026-01-02,223.47000122070312,0.5585205310053606,4.244759444579528,3.520640327707366,3,FRIDAY_CLOSE
TSLA,A-,2026-01-05,447.989990234375,2026-01-09,445.010009765625,0.2710256452970533,-0.8076511295155842,-0.665189074244932,4,FRIDAY_CLOSE
NFLX,A-,2026-01-05,90.91999816894531,2026-01-09,89.45999908447266,1.0683394512549673,-1.5597746207382723,-1.6058063285040127,4,FRIDAY_CLOSE
ADBE,A-,2026-01-05,330.1099853515625,2026-01-09,333.95001220703125,0.23539650483088043,0.9039289002340601,1.1632568010262323,4,FRIDAY_CLOSE
ORCL,A+,2026-01-12,197.60000610351562,2026-01-16,191.08999633789062,0.61297607833289,-3.990480256041629,-3.2945392533108713,4,FRIDAY_CLOSE
TSLA,A+,2026-01-12,441.2300109863281,2026-01-16,437.5,0.2196116742814056,-0.8191539577955567,-0.8453665647062486,4,FRIDAY_CLOSE
AVGO,A+,2026-01-12,340.95001220703125,2026-01-16,351.7099914550781,0.2273629751849288,2.4464208947640302,3.1558817606122314,4,FRIDAY_CLOSE
AVGO,A-,2026-01-21,335.510009765625,2026-01-23,320.04998779296875,0.3596060643327934,-5.559517656085423,-4.6079167603542,2,FRIDAY_CLOSE
ORCL,A-,2026-01-21,179.67999267578125,2026-01-23,177.16000366210938,0.5371836111938395,-1.3536967985330597,-1.4024872642437167,2,FRIDAY_CLOSE
AMD,A+,2026-01-22,251.75,2026-01-23,259.67999267578125,0.30672062705019676,2.4322923260190925,3.1499474382447863,1,FRIDAY_CLOSE
MSFT,A+,2026-01-26,464.25036221183507,2026-01-30,429.31011962890625,0.2579540254094835,-9.012976223050337,-7.526163774318341,4,FRIDAY_CLOSE
NFLX,A+,2026-01-26,86.91999816894531,2026-01-30,83.48999786376953,1.102211249453428,-3.780584921993437,-3.946157820331442,4,FRIDAY_CLOSE
META,A+,2026-01-26,665.1300048828125,2026-01-30,716.5,0.11523064553512345,5.9193976984896555,7.723301420785887,4,FRIDAY_CLOSE
ORCL,A+,2026-02-02,170.9199981689453,2026-02-06,142.82000732421875,0.6926071747557009,-19.462255269627125,-16.44043479157496,4,FRIDAY_CLOSE
AAPL,A-,2026-02-02,259.7869174093499,2026-02-06,277.8599853515625,0.36454620031387985,6.588468246348201,6.956881479037157,4,FRIDAY_CLOSE
MSFT,A-,2026-02-02,429.2602343395754,2026-02-06,400.22650146484375,0.17649775321683556,-5.1243886198879105,-6.763667014113377,4,FRIDAY_CLOSE
NVDA,A+,2026-02-09,184.25999450683594,2026-02-13,182.80999755859375,0.6229283910466584,-0.9032442659910707,-0.7869298770593383,4,FRIDAY_CLOSE
AMD,A+,2026-02-09,206.89999389648438,2026-02-13,207.32000732421875,0.4438116396265772,0.18640684802797186,0.20300311267506124,4,FRIDAY_CLOSE
AMZN,A+,2026-02-09,208.97000122070312,2026-02-13,198.7899932861328,0.3515322773356247,-3.578601372534231,-4.871516425852303,4,FRIDAY_CLOSE
NVDA,A+,2026-02-17,181.75,2026-02-20,189.82000732421875,0.6268043694872626,5.058315852614525,4.440169091729711,3,FRIDAY_CLOSE
AMD,A-,2026-02-17,202.14999389648438,2026-02-20,200.14999389648438,0.4508402576065226,-0.9016805152130452,-0.9893643632876618,3,FRIDAY_CLOSE
AAPL,A-,2026-02-17,258.04998779296875,2026-02-20,264.5799865722656,0.282541707838612,1.8449970072865907,2.530516988257266,3,FRIDAY_CLOSE
GOOGL,A+,2026-02-23,319.04998779296875,2026-02-27,311.760009765625,0.360827534956529,-2.6304248014937053,-2.2849015221007343,4,FRIDAY_CLOSE
ORCL,A+,2026-02-23,145.69000244140625,2026-02-27,145.39999389648438,0.6321478135442956,-0.18332826758152593,-0.19905864511088256,4,FRIDAY_CLOSE
AMZN,A+,2026-02-23,208.10000610351562,2026-02-27,210.0,0.3540513745214817,0.6726954506327188,0.913019625544488,4,FRIDAY_CLOSE
AAPL,A+,2026-03-02,262.4100036621094,2026-03-04,262.5199890136719,0.43707864600788565,0.04807224854163879,0.041913551323341305,2,END_OF_PERIOD
ADBE,A+,2026-03-02,257.6000061035156,2026-03-04,273.1199951171875,0.3561919452858081,5.5280950775941555,6.024840312866772,2,END_OF_PERIOD
NVDA,A+,2026-03-02,175.00999450683594,2026-03-04,183.0399932861328,0.41942769057598384,3.3680038433284576,4.588308685983772,2,END_OF_PERIOD
