ticker,entry_date,exit_date,entry_price,exit_price,shares,entry_value,exit_value,pnl,pnl_pct,days_held,exit_reason,entry_score,entry_grade,catalyst_type
NFLX,2026-01-22,2026-01-27,83.54000091552734,85.58000183105469,1,83.54000091552734,85.58000183105469,2.0400009155273438,2.4419450480855507,5,Max hold days,85,A,news
